Adv_ID,CH-lvl,size,level_id,name,tier,snakes,path_mode,path_count,total_unique_solutions,solves_file,solve_count,tilebag_key,tiles_json
3855,,5x6,5x6-0A-BED,BED,0A,1,single,1,4,5x6-0A-BED.json,4,DB_ET_HLx2_LCx3_LLx2_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 2, ""LC"": 3, ""LL"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3856,,5x6,5x6-0A-BEE,BEE,0A,1,single,1,9,5x6-0A-BEE.json,9,DB_ET_HLx2_LCx3_LL_LR_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 2, ""LC"": 3, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3857,,5x6,5x6-0A-BEF,BEF,0A,1,single,1,5,5x6-0A-BEF.json,5,DB_ET_HL_LCx3_LRx2_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 3, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3858,,5x6,5x6-0A-BEG,BEG,0A,1,single,1,3,5x6-0A-BEG.json,3,DB_ET_HL_LCx3_LRx4_SH_UTx4,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 3, ""LR"": 4, ""SH"": 1, ""UT"": 4}"
3859,,5x6,5x6-0A-BEH,BEH,0A,1,single,1,7,5x6-0A-BEH.json,7,DB_ET_HL_LCx3_LL_LR_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 3, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3860,,5x6,5x6-0A-BEI,BEI,0A,1,single,1,5,5x6-0A-BEI.json,5,DB_ET_HL_LCx3_LLx2_LR_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 3, ""LL"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3861,,5x6,5x6-0A-BEJ,BEJ,0A,1,single,1,6,5x6-0A-BEJ.json,6,DB_ET_HL_LCx3_LL_LRx2_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 3, ""LL"": 1, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3862,,5x6,5x6-0A-BEK,BEK,0A,1,single,1,11,5x6-0A-BEK.json,11,DB_ET_HL_LCx3_LL_LRx3_SH_UTx4,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 3, ""LL"": 1, ""LR"": 3, ""SH"": 1, ""UT"": 4}"
3863,,5x6,5x6-0A-BEL,BEL,0A,1,single,1,1,5x6-0A-BEL.json,1,ET_HLx2_LLx2_RC_SH_UTx6_VLx2,"{""ET"": 1, ""HL"": 2, ""LL"": 2, ""RC"": 1, ""SH"": 1, ""UT"": 6, ""VL"": 2}"
3864,,5x6,5x6-0A-BEM,BEM,0A,1,single,1,2,5x6-0A-BEM.json,2,ET_HLx3_LCx3_LL_SH_UTx4_VLx2,"{""ET"": 1, ""HL"": 3, ""LC"": 3, ""LL"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3865,,5x6,5x6-0A-BEN,BEN,0A,1,single,1,3,5x6-0A-BEN.json,3,ET_HLx3_LCx3_LR_SH_UTx4_VLx2,"{""ET"": 1, ""HL"": 3, ""LC"": 3, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3866,,5x6,5x6-0A-BEO,BEO,0A,1,single,1,5,5x6-0A-BEO.json,5,ET_HLx2_LCx3_LRx2_SH_UTx4_VLx2,"{""ET"": 1, ""HL"": 2, ""LC"": 3, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3867,,5x6,5x6-0A-BEP,BEP,0A,1,single,1,2,5x6-0A-BEP.json,2,ET_HLx2_LCx3_LRx3_SH_UTx4_VL,"{""ET"": 1, ""HL"": 2, ""LC"": 3, ""LR"": 3, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3868,,5x6,5x6-0A-BEQ,BEQ,0A,1,single,1,1,5x6-0A-BEQ.json,1,ET_HLx2_LCx3_LLx2_LR_SH_UTx4_VL,"{""ET"": 1, ""HL"": 2, ""LC"": 3, ""LL"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3869,,5x6,5x6-0A-BER,BER,0A,1,single,1,8,5x6-0A-BER.json,8,ET_HLx2_LCx3_LL_LRx2_SH_UTx4_VL,"{""ET"": 1, ""HL"": 2, ""LC"": 3, ""LL"": 1, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3870,,5x6,5x6-0A-BES,BES,0A,1,single,1,1,5x6-0A-BES.json,1,ET_HL_LCx3_LRx5_SH_UTx4,"{""ET"": 1, ""HL"": 1, ""LC"": 3, ""LR"": 5, ""SH"": 1, ""UT"": 4}"
3871,,5x6,5x6-0A-BET,BET,0A,1,single,1,5,5x6-0A-BET.json,5,ET_HL_LCx3_LL_LRx4_SH_UTx4,"{""ET"": 1, ""HL"": 1, ""LC"": 3, ""LL"": 1, ""LR"": 4, ""SH"": 1, ""UT"": 4}"
3872,,5x6,5x6-0A-BEU,BEU,0A,1,single,1,4,5x6-0A-BEU.json,4,ET_HL_LCx3_LLx3_LR_SH_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 3, ""LL"": 3, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3873,,5x6,5x6-0A-BEV,BEV,0A,1,single,1,5,5x6-0A-BEV.json,5,ET_HL_LCx3_LL_LRx3_SH_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 3, ""LL"": 1, ""LR"": 3, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3874,,5x6,5x6-0A-BEW,BEW,0A,1,single,1,2,5x6-0A-BEW.json,2,ET_HLx3_LL_LRx2_RC_SH_UTx6,"{""ET"": 1, ""HL"": 3, ""LL"": 1, ""LR"": 2, ""RC"": 1, ""SH"": 1, ""UT"": 6}"
3875,,5x6,5x6-0A-BEX,BEX,0A,1,single,1,9,5x6-0A-BEX.json,9,ET_HL_LCx3_LLx2_LRx2_SH_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 3, ""LL"": 2, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3876,,5x6,5x6-0A-BEY,BEY,0A,1,single,1,5,5x6-0A-BEY.json,5,ET_LCx3_LL_LRx5_SH_UTx4,"{""ET"": 1, ""LC"": 3, ""LL"": 1, ""LR"": 5, ""SH"": 1, ""UT"": 4}"
3877,,5x6,5x6-0A-BEZ,BEZ,0A,1,single,1,3,5x6-0A-BEZ.json,3,DBx3_ET_HLx3_LCx2_SH_UTx4_VL,"{""DB"": 3, ""ET"": 1, ""HL"": 3, ""LC"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3878,,5x6,5x6-0A-BFA,BFA,0A,1,single,1,1,5x6-0A-BFA.json,1,DBx3_ET_HLx2_LCx2_LL_LR_SH_UTx4,"{""DB"": 3, ""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4}"
3879,,5x6,5x6-0A-BFB,BFB,0A,1,single,1,2,5x6-0A-BFB.json,2,DBx2_ET_HLx4_LCx2_LR_SH_UTx4,"{""DB"": 2, ""ET"": 1, ""HL"": 4, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4}"
3880,,5x6,5x6-0A-BFC,BFC,0A,1,single,1,5,5x6-0A-BFC.json,5,DBx2_ET_HLx2_LCx2_LL_SH_UTx4_VLx2,"{""DB"": 2, ""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3881,,5x6,5x6-0A-BFD,BFD,0A,1,single,1,2,5x6-0A-BFD.json,2,DBx2_ET_HLx2_LCx2_LR_SH_UTx4_VLx2,"{""DB"": 2, ""ET"": 1, ""HL"": 2, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3882,,5x6,5x6-0A-BFE,BFE,0A,1,single,1,14,5x6-0A-BFE.json,14,DBx2_ET_HLx2_LCx2_LL_LR_SH_UTx4_VL,"{""DB"": 2, ""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3883,,5x6,5x6-0A-BFF,BFF,0A,1,single,1,4,5x6-0A-BFF.json,4,DBx2_ET_HLx2_LCx2_LLx3_SH_UTx4,"{""DB"": 2, ""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 3, ""SH"": 1, ""UT"": 4}"
3884,,5x6,5x6-0A-BFG,BFG,0A,1,single,1,3,5x6-0A-BFG.json,3,DBx2_ET_HL_LCx2_LL_SH_UTx4_VLx3,"{""DB"": 2, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 3}"
3885,,5x6,5x6-0A-BFH,BFH,0A,1,single,1,8,5x6-0A-BFH.json,8,ET_HLx3_LL_LR_RC_SH_UTx6_VL,"{""ET"": 1, ""HL"": 3, ""LL"": 1, ""LR"": 1, ""RC"": 1, ""SH"": 1, ""UT"": 6, ""VL"": 1}"
3886,,5x6,5x6-0A-BFI,BFI,0A,1,single,1,1,5x6-0A-BFI.json,1,DBx2_ET_HL_LCx2_LR_SH_UTx4_VLx3,"{""DB"": 2, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 3}"
3887,,5x6,5x6-0A-BFJ,BFJ,0A,1,single,1,11,5x6-0A-BFJ.json,11,DBx2_ET_HLx2_LCx2_LLx2_LR_SH_UTx4,"{""DB"": 2, ""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4}"
3888,,5x6,5x6-0A-BFK,BFK,0A,1,single,1,12,5x6-0A-BFK.json,12,DBx2_ET_HL_LCx2_LL_LR_SH_UTx4_VLx2,"{""DB"": 2, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3889,,5x6,5x6-0A-BFM,BFM,0A,1,single,1,2,5x6-0A-BFM.json,2,DB_ET_HLx5_LCx2_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 5, ""LC"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3890,,5x6,5x6-0A-BFN,BFN,0A,1,single,1,3,5x6-0A-BFN.json,3,DBx2_ET_LCx2_LLx2_LRx3_SH_UTx4,"{""DB"": 2, ""ET"": 1, ""LC"": 2, ""LL"": 2, ""LR"": 3, ""SH"": 1, ""UT"": 4}"
3891,,5x6,5x6-0A-BFO,BFO,0A,1,single,1,8,5x6-0A-BFO.json,8,DB_ET_HLx3_LCx2_LL_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3892,,5x6,5x6-0A-BFP,BFP,0A,1,single,1,6,5x6-0A-BFP.json,6,DB_ET_HLx3_LCx2_LR_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 3, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3893,,5x6,5x6-0A-BFQ,BFQ,0A,1,single,1,3,5x6-0A-BFQ.json,3,DB_ET_HLx4_LCx2_LL_LR_SH_UTx4,"{""DB"": 1, ""ET"": 1, ""HL"": 4, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4}"
3894,,5x6,5x6-0A-BFR,BFR,0A,1,single,1,8,5x6-0A-BFR.json,8,DB_ET_HLx3_LCx2_LLx2_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3895,,5x6,5x6-0A-BFS,BFS,0A,1,single,1,3,5x6-0A-BFS.json,3,ET_HLx2_LL_LR_RC_SH_UTx6_VLx2,"{""ET"": 1, ""HL"": 2, ""LL"": 1, ""LR"": 1, ""RC"": 1, ""SH"": 1, ""UT"": 6, ""VL"": 2}"
3896,,5x6,5x6-0A-BFT,BFT,0A,1,single,1,13,5x6-0A-BFT.json,13,DB_ET_HLx3_LCx2_LL_LR_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3897,,5x6,5x6-0A-BFU,BFU,0A,1,single,1,7,5x6-0A-BFU.json,7,DB_ET_HLx3_LCx2_LL_LRx2_SH_UTx4,"{""DB"": 1, ""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 1, ""LR"": 2, ""SH"": 1, ""UT"": 4}"
3898,,5x6,5x6-0A-BFV,BFV,0A,1,single,1,16,5x6-0A-BFV.json,16,DB_ET_HLx2_LCx2_LL_LR_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3899,,5x6,5x6-0A-BFW,BFW,0A,1,single,1,9,5x6-0A-BFW.json,9,DB_ET_HLx2_LCx2_LRx2_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 2, ""LC"": 2, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3900,,5x6,5x6-0A-BFZ,BFZ,0A,1,single,1,3,5x6-0A-BFZ.json,3,DB_ET_HL_LCx2_LL_SH_UTx4_VLx4,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 4}"
3901,,5x6,5x6-0A-BGA,BGA,0A,1,single,1,2,5x6-0A-BGA.json,2,DB_ET_HL_LCx2_LR_SH_UTx4_VLx4,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 4}"
3902,,5x6,5x6-0A-BGC,BGC,0A,1,single,1,6,5x6-0A-BGC.json,6,DB_ET_HL_LCx2_LLx3_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 3, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3903,,5x6,5x6-0A-BGD,BGD,0A,1,single,1,1,5x6-0A-BGD.json,1,ET_HL_LRx2_RC_SH_UTx6_VLx3,"{""ET"": 1, ""HL"": 1, ""LR"": 2, ""RC"": 1, ""SH"": 1, ""UT"": 6, ""VL"": 3}"
3904,,5x6,5x6-0A-BGE,BGE,0A,1,single,1,3,5x6-0A-BGE.json,3,DB_ET_HL_LCx2_LRx3_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 3, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3905,,5x6,5x6-0A-BGF,BGF,0A,1,single,1,11,5x6-0A-BGF.json,11,DB_ET_HL_LCx2_LLx2_LR_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3906,,5x6,5x6-0A-BGG,BGG,0A,1,single,1,16,5x6-0A-BGG.json,16,DB_ET_HL_LCx2_LL_LRx2_SH_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3907,,5x6,5x6-0A-BGI,BGI,0A,1,single,1,12,5x6-0A-BGI.json,12,DB_ET_HL_LCx2_LLx2_LRx3_SH_UTx4,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 2, ""LR"": 3, ""SH"": 1, ""UT"": 4}"
3908,,5x6,5x6-0A-BGJ,BGJ,0A,1,single,1,6,5x6-0A-BGJ.json,6,DB_ET_LCx2_LL_LRx4_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 4, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3909,,5x6,5x6-0A-BGK,BGK,0A,1,single,1,5,5x6-0A-BGK.json,5,DB_ET_LCx2_LLx2_LRx3_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""LC"": 2, ""LL"": 2, ""LR"": 3, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3910,,5x6,5x6-0A-BGL,BGL,0A,1,single,1,1,5x6-0A-BGL.json,1,ET_HLx4_LCx2_LL_SH_UTx4_VLx2,"{""ET"": 1, ""HL"": 4, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3911,,5x6,5x6-0A-BGM,BGM,0A,1,single,1,1,5x6-0A-BGM.json,1,ET_HLx4_LCx2_LLx3_SH_UTx4,"{""ET"": 1, ""HL"": 4, ""LC"": 2, ""LL"": 3, ""SH"": 1, ""UT"": 4}"
3912,,5x6,5x6-0A-BGN,BGN,0A,1,single,1,5,5x6-0A-BGN.json,5,ET_HLx4_LCx2_LLx2_LR_SH_UTx4,"{""ET"": 1, ""HL"": 4, ""LC"": 2, ""LL"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4}"
3913,,5x6,5x6-0A-BGO,BGO,0A,1,single,1,7,5x6-0A-BGO.json,7,ET_HLx2_LL_LRx3_RC_SH_UTx6,"{""ET"": 1, ""HL"": 2, ""LL"": 1, ""LR"": 3, ""RC"": 1, ""SH"": 1, ""UT"": 6}"
3914,,5x6,5x6-0A-BGP,BGP,0A,1,single,1,3,5x6-0A-BGP.json,3,ET_HLx3_LCx2_LLx4_SH_UTx4,"{""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 4, ""SH"": 1, ""UT"": 4}"
3915,,5x6,5x6-0A-BGQ,BGQ,0A,1,single,1,4,5x6-0A-BGQ.json,4,ET_HLx3_LCx2_LLx3_SH_UTx4_VL,"{""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 3, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3916,,5x6,5x6-0A-BGR,BGR,0A,1,single,1,11,5x6-0A-BGR.json,11,ET_HLx3_LCx2_LL_LR_SH_UTx4_VLx2,"{""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3917,,5x6,5x6-0A-BGS,BGS,0A,1,single,1,9,5x6-0A-BGS.json,9,ET_HLx3_LCx2_LLx2_LR_SH_UTx4_VL,"{""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3918,,5x6,5x6-0A-BGT,BGT,0A,1,single,1,16,5x6-0A-BGT.json,16,ET_HLx3_LCx2_LL_LRx2_SH_UTx4_VL,"{""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 1, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3919,,5x6,5x6-0A-BGU,BGU,0A,1,single,1,8,5x6-0A-BGU.json,8,ET_HLx2_LCx2_LRx2_SH_UTx4_VLx3,"{""ET"": 1, ""HL"": 2, ""LC"": 2, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 3}"
3920,,5x6,5x6-0A-BGV,BGV,0A,1,single,1,14,5x6-0A-BGV.json,14,ET_HLx3_LCx2_LLx2_LRx2_SH_UTx4,"{""ET"": 1, ""HL"": 3, ""LC"": 2, ""LL"": 2, ""LR"": 2, ""SH"": 1, ""UT"": 4}"
3921,,5x6,5x6-0A-BGW,BGW,0A,1,single,1,15,5x6-0A-BGW.json,15,ET_HLx2_LCx2_LL_LR_SH_UTx4_VLx3,"{""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 3}"
3922,,5x6,5x6-0A-BGY,BGY,0A,1,single,1,7,5x6-0A-BGY.json,7,ET_HLx2_LCx2_LLx4_LR_SH_UTx4,"{""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 4, ""LR"": 1, ""SH"": 1, ""UT"": 4}"
3923,,5x6,5x6-0A-BGZ,BGZ,0A,1,single,1,11,5x6-0A-BGZ.json,11,ET_HLx2_LLx2_LRx2_RC_SH_UTx6,"{""ET"": 1, ""HL"": 2, ""LL"": 2, ""LR"": 2, ""RC"": 1, ""SH"": 1, ""UT"": 6}"
3924,,5x6,5x6-0A-BHA,BHA,0A,1,single,1,16,5x6-0A-BHA.json,16,ET_HLx2_LCx2_LLx3_LR_SH_UTx4_VL,"{""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 3, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3925,,5x6,5x6-0A-BHD,BHD,0A,1,single,1,14,5x6-0A-BHD.json,14,ET_HLx2_LCx2_LLx2_LRx3_SH_UTx4,"{""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 2, ""LR"": 3, ""SH"": 1, ""UT"": 4}"
3926,,5x6,5x6-0A-BHE,BHE,0A,1,single,1,18,5x6-0A-BHE.json,18,ET_HLx2_LCx2_LLx3_LRx2_SH_UTx4,"{""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 3, ""LR"": 2, ""SH"": 1, ""UT"": 4}"
3927,,5x6,5x6-0A-BHF,BHF,0A,1,single,1,3,5x6-0A-BHF.json,3,ET_HL_LCx2_LRx5_SH_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 5, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3928,,5x6,5x6-0A-BHG,BHG,0A,1,single,1,9,5x6-0A-BHG.json,9,ET_HL_LCx2_LLx3_LR_SH_UTx4_VLx2,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 3, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3929,,5x6,5x6-0A-BHH,BHH,0A,1,single,1,9,5x6-0A-BHH.json,9,ET_HL_LCx2_LL_LRx3_SH_UTx4_VLx2,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 3, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3930,,5x6,5x6-0A-BHI,BHI,0A,1,single,1,12,5x6-0A-BHI.json,12,ET_HL_LCx2_LLx2_LRx2_SH_UTx4_VLx2,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 2, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3931,,5x6,5x6-0A-BHJ,BHJ,0A,1,single,1,19,5x6-0A-BHJ.json,19,ET_HL_LCx2_LLx2_LRx3_SH_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 2, ""LR"": 3, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3932,,5x6,5x6-0A-BHK,BHK,0A,1,single,1,1,5x6-0A-BHK.json,1,ET_HL_LRx3_RC_SH_UTx6_VLx2,"{""ET"": 1, ""HL"": 1, ""LR"": 3, ""RC"": 1, ""SH"": 1, ""UT"": 6, ""VL"": 2}"
3933,,5x6,5x6-0A-BHL,BHL,0A,1,single,1,13,5x6-0A-BHL.json,13,ET_HL_LCx2_LLx3_LRx3_SH_UTx4,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 3, ""LR"": 3, ""SH"": 1, ""UT"": 4}"
3934,,5x6,5x6-0A-BHM,BHM,0A,1,single,1,1,5x6-0A-BHM.json,1,ET_LCx2_LRx5_SH_UTx4_VLx2,"{""ET"": 1, ""LC"": 2, ""LR"": 5, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3935,,5x6,5x6-0A-BHN,BHN,0A,1,single,1,4,5x6-0A-BHN.json,4,ET_LCx2_LRx6_SH_UTx4_VL,"{""ET"": 1, ""LC"": 2, ""LR"": 6, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3936,,5x6,5x6-0A-BHO,BHO,0A,1,single,1,4,5x6-0A-BHO.json,4,ET_LCx2_LL_LRx4_SH_UTx4_VLx2,"{""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 4, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3937,,5x6,5x6-0A-BHP,BHP,0A,1,single,1,12,5x6-0A-BHP.json,12,ET_LCx2_LL_LRx5_SH_UTx4_VL,"{""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 5, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3938,,5x6,5x6-0A-BHR,BHR,0A,1,single,1,1,5x6-0A-BHR.json,1,ET_LCx2_LLx3_LRx2_SH_UTx4_VLx2,"{""ET"": 1, ""LC"": 2, ""LL"": 3, ""LR"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3939,T,5x6,5x6-0A-BHQ,BHQ,0A,1,single,1,4,5x6-0A-BHQ.json,4,ET_LCx2_LLx2_LRx3_SH_UTx4_VLx2,"{""ET"": 1, ""LC"": 2, ""LL"": 2, ""LR"": 3, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3940,,5x6,5x6-0A-BHS,BHS,0A,1,single,1,14,5x6-0A-BHS.json,14,ET_LCx2_LLx2_LRx4_SH_UTx4_VL,"{""ET"": 1, ""LC"": 2, ""LL"": 2, ""LR"": 4, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3941,,5x6,5x6-0A-BHT,BHT,0A,1,single,1,3,5x6-0A-BHT.json,3,DBx3_ET_HLx2_LC_LRx3_SH_UTx4,"{""DB"": 3, ""ET"": 1, ""HL"": 2, ""LC"": 1, ""LR"": 3, ""SH"": 1, ""UT"": 4}"
3942,,5x6,5x6-0A-BHU,BHU,0A,1,single,1,6,5x6-0A-BHU.json,6,DBx2_ET_HLx3_LC_LLx2_SH_UTx4_VL,"{""DB"": 2, ""ET"": 1, ""HL"": 3, ""LC"": 1, ""LL"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
3943,,5x6,5x6-0A-BHV,BHV,0A,1,single,1,4,5x6-0A-BHV.json,4,ET_HLx2_LL_LRx2_RC_SH_UTx6_VL,"{""ET"": 1, ""HL"": 2, ""LL"": 1, ""LR"": 2, ""RC"": 1, ""SH"": 1, ""UT"": 6, ""VL"": 1}"
3944,,5x6,5x6-0A-BHW,BHW,0A,1,single,1,5,5x6-0A-BHW.json,5,DBx2_ET_HLx2_LC_LLx2_SH_UTx4_VLx2,"{""DB"": 2, ""ET"": 1, ""HL"": 2, ""LC"": 1, ""LL"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
3945,,5x6,5x6-0A-BHX,BHX,0A,1,single,1,6,5x6-0A-BHX.json,6,DBx2_ET_HLx2_LC_LL_LR_SH_UTx4_VLx2,"{""DB"": 2, ""ET"": 1, ""HL"": 2, ""LC"": 1, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
